# analysis 25299 -p8 -GP -d3.9 -u40 -U150 -y65 -Y110 -o 25299.out 
# Crop window: [0, 511; 65, 110] Normalization: 0.912798		a * exp (-((x - x0)/b)^2) + c	PPCI
#filename              param    radius     sigma   contast         N    Ttherm         a         x0          b          c     radial      scatt       CoM     Width    Median  MedWidth
# 25299          0.000000e+00 3.486e+02 2.529e+03 2.422e-01 1.299e+06 2.200e-08 1.495e+04  2.552e+02  4.357e+01  0.000e+00  1.629e+01  9.735e+00 2.608e+02 7.107e+01 2.565e+02 3.700e+01
# error                     0 4.690e+00         0         0 3.278e+04 1.000e-03  2.945e-01  3.922e-01  1.000e-03          0         0 2.019e+01
# 
# z    intNum       Fit     Error       Res
3.210e+02  2.282e+03  1.531e+03  6.158e+02  7.507e+02
3.220e+02 -6.203e+02  1.428e+03  6.219e+02 -2.048e+03
3.230e+02 -9.875e+02  1.330e+03  5.999e+02 -2.318e+03
3.240e+02 -2.662e+03  1.238e+03  6.018e+02 -3.900e+03
3.250e+02 -1.712e+03  1.151e+03  6.099e+02 -2.862e+03
3.260e+02 -5.278e+02  1.069e+03  6.140e+02 -1.596e+03
3.270e+02  4.441e+02  9.912e+02  6.410e+02 -5.471e+02
3.280e+02 -5.676e+02  9.186e+02  6.365e+02 -1.486e+03
3.290e+02  2.114e+02  8.503e+02  6.090e+02 -6.390e+02
3.300e+02 -1.459e+03  7.863e+02  6.160e+02 -2.246e+03
3.310e+02 -2.856e+02  7.264e+02  6.115e+02 -1.012e+03
3.320e+02 -7.370e+02  6.703e+02  6.199e+02 -1.407e+03
3.330e+02  7.304e+02  6.179e+02  6.316e+02  1.125e+02
3.340e+02 -1.276e+03  5.690e+02  6.287e+02 -1.845e+03
3.350e+02 -2.018e+03  5.234e+02  6.094e+02 -2.542e+03
3.360e+02 -6.743e+02  4.809e+02  6.039e+02 -1.155e+03
3.370e+02  4.391e+03  4.415e+02  6.038e+02  3.949e+03
3.380e+02  1.724e+03  4.048e+02  6.141e+02  1.319e+03
3.390e+02  1.262e+03  3.708e+02  6.185e+02  8.909e+02
3.400e+02 -1.611e+03  3.393e+02  6.167e+02 -1.950e+03
3.410e+02 -2.456e+02  3.101e+02  6.065e+02 -5.557e+02
3.420e+02  1.343e+03  2.832e+02  6.068e+02  1.060e+03
3.430e+02  1.859e+03  2.583e+02  6.071e+02  1.600e+03
3.440e+02  3.160e+03  2.354e+02  5.958e+02  2.925e+03
3.450e+02  7.791e+02  2.143e+02  6.057e+02  5.648e+02
3.460e+02 -1.551e+03  1.948e+02  6.113e+02 -1.746e+03
3.470e+02 -2.943e+03  1.770e+02  6.107e+02 -3.120e+03
3.480e+02 -1.990e+03  1.606e+02  6.147e+02 -2.150e+03
3.490e+02 -1.271e+03  1.455e+02  6.153e+02 -1.417e+03
3.500e+02  1.637e+03  1.318e+02  6.107e+02  1.505e+03
3.510e+02 -7.338e+02  1.192e+02  6.156e+02 -8.530e+02
3.520e+02 -1.920e+03  1.077e+02  6.155e+02 -2.028e+03
3.530e+02 -5.459e+02  9.720e+01  6.180e+02 -6.431e+02
3.540e+02 -7.801e+02  8.764e+01  6.178e+02 -8.677e+02
3.550e+02 -2.752e+03  7.894e+01  6.262e+02 -2.831e+03
3.560e+02 -3.203e+03  7.102e+01  6.208e+02 -3.274e+03
3.570e+02 -4.032e+03  6.383e+01  6.236e+02 -4.095e+03
3.580e+02 -9.637e+02  5.731e+01  6.137e+02 -1.021e+03
3.590e+02 -8.690e+02  5.141e+01  6.043e+02 -9.204e+02
3.600e+02  7.890e+02  4.606e+01  6.075e+02  7.429e+02
3.610e+02  5.761e+02  4.122e+01  6.152e+02  5.349e+02
3.620e+02 -2.164e+02  3.686e+01  6.209e+02 -2.532e+02
3.630e+02 -6.944e+02  3.292e+01  6.255e+02 -7.273e+02
3.640e+02  1.720e+03  2.937e+01  6.290e+02  1.691e+03
3.650e+02  6.782e+02  2.617e+01  6.264e+02  6.520e+02
3.660e+02 -1.623e+03  2.330e+01  6.548e+02 -1.646e+03
3.670e+02  1.622e+03  2.073e+01  6.510e+02  1.601e+03
3.680e+02 -9.898e+02  1.841e+01  6.522e+02 -1.008e+03
3.690e+02  1.200e+03  1.634e+01  6.469e+02  1.184e+03
3.700e+02 -7.503e+02  1.449e+01  6.482e+02 -7.648e+02
3.710e+02 -7.978e+02  1.283e+01  6.592e+02 -8.106e+02
3.720e+02 -1.447e+03  1.135e+01  6.666e+02 -1.458e+03
3.730e+02  2.562e+02  1.003e+01  6.808e+02  2.461e+02
3.740e+02  6.717e+02  8.857e+00  6.841e+02  6.629e+02
3.750e+02  2.650e+03  7.811e+00  6.893e+02  2.643e+03
3.760e+02 -1.800e+03  6.882e+00  7.012e+02 -1.807e+03
3.770e+02 -6.159e+03  6.056e+00  7.195e+02 -6.165e+03
3.780e+02 -9.861e+02  5.324e+00  7.227e+02 -9.914e+02
3.790e+02  1.773e+03  4.676e+00  7.219e+02  1.769e+03
3.800e+02 -1.363e+03  4.102e+00  7.362e+02 -1.367e+03
3.810e+02 -7.153e+02  3.595e+00  7.426e+02 -7.189e+02
3.820e+02  8.871e+02  3.147e+00  7.616e+02  8.840e+02
3.830e+02  1.222e+03  2.752e+00  7.579e+02  1.219e+03
3.840e+02  5.228e+03  2.404e+00  7.623e+02  5.225e+03
3.850e+02  1.659e+03  2.098e+00  7.624e+02  1.657e+03
3.860e+02  1.849e+03  1.829e+00  7.459e+02  1.847e+03
3.870e+02  2.435e+03  1.593e+00  7.500e+02  2.434e+03
3.880e+02  2.627e+02  1.386e+00  7.966e+02  2.613e+02
3.890e+02  5.404e+03  1.204e+00  7.817e+02  5.402e+03
3.900e+02  2.470e+03  1.045e+00  7.756e+02  2.469e+03
3.910e+02 -2.158e+03  9.063e-01  8.033e+02 -2.159e+03
3.920e+02 -1.543e+02  7.851e-01  7.878e+02 -1.551e+02
3.930e+02 -1.040e+03  6.794e-01  7.954e+02 -1.041e+03
3.940e+02 -8.094e+02  5.873e-01  8.196e+02 -8.100e+02
3.950e+02  3.492e+02  5.071e-01  8.211e+02  3.487e+02
3.960e+02 -2.497e+03  4.375e-01  8.294e+02 -2.498e+03
3.970e+02 -1.444e+02  3.770e-01  8.398e+02 -1.447e+02
3.980e+02 -1.306e+03  3.245e-01  8.615e+02 -1.306e+03
3.990e+02  4.176e+02  2.790e-01  8.150e+02  4.173e+02
4.000e+02  2.650e+03  2.397e-01  8.136e+02  2.650e+03
4.010e+02 -2.230e+03  2.057e-01  8.270e+02 -2.230e+03
4.020e+02 -5.873e+03  1.763e-01  8.562e+02 -5.874e+03
4.030e+02 -2.861e+03  1.510e-01  8.357e+02 -2.861e+03
4.040e+02  6.661e+02  1.291e-01  8.393e+02  6.659e+02
4.050e+02  2.487e+02  1.103e-01  7.973e+02  2.486e+02
4.060e+02 -3.779e+03  9.418e-02  7.874e+02 -3.779e+03
4.070e+02 -1.376e+03  8.030e-02  8.055e+02 -1.377e+03
4.080e+02 -6.811e+02  6.840e-02  8.022e+02 -6.812e+02
4.090e+02  1.045e+03  5.820e-02  7.947e+02  1.045e+03
4.100e+02  3.565e+03  4.947e-02  7.841e+02  3.565e+03
4.110e+02  5.972e+02  4.200e-02  7.947e+02  5.972e+02
4.120e+02  2.212e+02  3.563e-02  8.141e+02  2.212e+02
4.130e+02  1.086e+02  3.019e-02  8.031e+02  1.086e+02
4.140e+02  1.677e+03  2.555e-02  7.832e+02  1.677e+03
4.150e+02  2.825e+03  2.160e-02  7.903e+02  2.825e+03
4.160e+02 -1.725e+03  1.825e-02  7.944e+02 -1.725e+03
4.170e+02 -4.872e+02  1.540e-02  7.870e+02 -4.872e+02
4.180e+02 -1.239e+03  1.298e-02  7.763e+02 -1.239e+03
4.190e+02  3.511e+03  1.093e-02  7.738e+02  3.511e+03
4.200e+02  3.183e+03  9.189e-03  7.950e+02  3.183e+03
4.210e+02  1.134e+03  7.721e-03  7.969e+02  1.134e+03
4.220e+02 -2.157e+03  6.480e-03  7.928e+02 -2.157e+03
4.230e+02 -3.907e+03  5.433e-03  7.922e+02 -3.907e+03
4.240e+02 -5.167e+01  4.550e-03  7.970e+02 -5.167e+01
4.250e+02  8.954e+02  3.807e-03  7.950e+02  8.954e+02
4.260e+02 -2.186e+03  3.182e-03  8.002e+02 -2.186e+03
4.270e+02 -1.671e+03  2.656e-03  7.961e+02 -1.671e+03
4.280e+02 -5.389e+03  2.216e-03  7.901e+02 -5.389e+03
4.290e+02 -2.682e+03  1.846e-03  7.853e+02 -2.682e+03
4.300e+02 -8.250e+02  1.536e-03  8.013e+02 -8.250e+02
4.310e+02 -3.576e+01  1.277e-03  8.102e+02 -3.576e+01
4.320e+02 -4.546e+01  1.061e-03  8.264e+02 -4.546e+01
4.330e+02 -1.687e+03  8.800e-04  8.234e+02 -1.687e+03
4.340e+02 -1.349e+03  7.293e-04  8.293e+02 -1.349e+03
4.350e+02 -1.511e+03  6.038e-04  8.308e+02 -1.511e+03
4.360e+02  3.669e+02  4.993e-04  8.102e+02  3.669e+02
4.370e+02 -5.578e+02  4.125e-04  7.906e+02 -5.578e+02
4.380e+02 -8.971e+02  3.405e-04  8.028e+02 -8.971e+02
4.390e+02 -1.418e+03  2.807e-04  8.298e+02 -1.418e+03
4.400e+02 -2.028e+03  2.311e-04  8.509e+02 -2.028e+03
4.410e+02 -2.690e+02  1.902e-04  8.341e+02 -2.690e+02
4.420e+02 -1.256e+03  1.563e-04  8.356e+02 -1.256e+03
4.430e+02  2.296e+01  1.283e-04  8.238e+02  2.296e+01
4.440e+02  2.297e+02  1.052e-04  8.428e+02  2.297e+02
4.450e+02  3.247e+03  8.619e-05  8.446e+02  3.247e+03
4.460e+02  3.799e+03  7.053e-05  8.208e+02  3.799e+03
4.470e+02  2.202e+03  5.766e-05  8.483e+02  2.202e+03
4.480e+02  2.062e+03  4.709e-05  8.587e+02  2.062e+03
4.490e+02  9.853e+02  3.841e-05  8.703e+02  9.853e+02
4.500e+02 -1.127e+03  3.130e-05  8.821e+02 -1.127e+03
4.510e+02 -4.403e+02  2.548e-05  8.989e+02 -4.403e+02
4.520e+02  1.357e+03  2.072e-05  9.323e+02  1.357e+03
4.530e+02  2.196e+03  1.683e-05  9.347e+02  2.196e+03
4.540e+02  8.825e+02  1.366e-05  9.344e+02  8.825e+02
4.550e+02 -7.904e+02  1.107e-05  9.541e+02 -7.904e+02
4.560e+02  2.532e+03  8.966e-06  9.726e+02  2.532e+03
4.570e+02  5.090e+02  7.253e-06  9.746e+02  5.090e+02
4.580e+02  1.980e+03  5.861e-06  9.777e+02  1.980e+03
4.590e+02  2.521e+03  4.731e-06  9.985e+02  2.521e+03
4.600e+02  1.578e+03  3.815e-06  1.016e+03  1.578e+03
4.610e+02  3.276e+03  3.073e-06  1.006e+03  3.276e+03
4.620e+02  6.049e+03  2.473e-06  1.023e+03  6.049e+03
4.630e+02  1.324e+03  1.988e-06  1.025e+03  1.324e+03
4.640e+02 -2.131e+03  1.596e-06  1.048e+03 -2.131e+03
4.650e+02 -1.546e+03  1.280e-06  1.031e+03 -1.546e+03
4.660e+02  1.257e+03  1.026e-06  1.041e+03  1.257e+03
4.670e+02  4.411e+02  8.211e-07  1.059e+03  4.411e+02
4.680e+02 -1.452e+01  6.565e-07  1.044e+03 -1.452e+01
4.690e+02  2.986e+03  5.244e-07  1.053e+03  2.986e+03
4.700e+02  2.981e+03  4.184e-07  1.065e+03  2.981e+03
4.710e+02  3.208e+03  3.335e-07  1.078e+03  3.208e+03
4.720e+02  2.337e+03  2.656e-07  1.087e+03  2.337e+03
4.730e+02  2.216e+03  2.112e-07  1.109e+03  2.216e+03
4.740e+02  3.035e+03  1.678e-07  1.130e+03  3.035e+03
4.750e+02  2.266e+03  1.332e-07  1.129e+03  2.266e+03
4.760e+02  1.329e+03  1.056e-07  1.138e+03  1.329e+03
4.770e+02  2.392e+03  8.366e-08  1.168e+03  2.392e+03
4.780e+02  7.530e+02  6.619e-08  1.150e+03  7.530e+02
4.790e+02  4.375e+01  5.232e-08  1.105e+03  4.375e+01
4.800e+02 -2.132e+03  4.131e-08  1.075e+03 -2.132e+03
4.810e+02  4.603e+03  3.258e-08  1.077e+03  4.603e+03
4.820e+02  6.903e+03  2.567e-08  1.148e+03  6.903e+03
4.830e+02  5.640e+03  2.020e-08  1.162e+03  5.640e+03
4.840e+02 -9.800e+02  1.588e-08  1.177e+03 -9.800e+02
4.850e+02  4.571e+03  1.248e-08  1.141e+03  4.571e+03
4.860e+02  2.037e+03  9.788e-09  1.159e+03  2.037e+03
4.870e+02 -4.110e+02  7.672e-09  1.175e+03 -4.110e+02
4.880e+02 -3.008e+03  6.006e-09  1.186e+03 -3.008e+03
4.890e+02 -2.007e+03  4.698e-09  1.203e+03 -2.007e+03
4.900e+02 -3.002e+02  3.670e-09  1.179e+03 -3.002e+02
4.910e+02 -2.322e+03  2.864e-09  1.202e+03 -2.322e+03
4.920e+02 -5.299e+03  2.233e-09  1.235e+03 -5.299e+03
4.930e+02  3.499e+02  1.739e-09  1.209e+03  3.499e+02
4.940e+02 -3.127e+03  1.353e-09  1.219e+03 -3.127e+03
4.950e+02  4.734e+02  1.052e-09  1.199e+03  4.734e+02
4.960e+02  6.659e+02  8.164e-10  1.178e+03  6.659e+02
4.970e+02 -2.580e+03  6.332e-10  1.145e+03 -2.580e+03
4.980e+02 -3.747e+03  4.905e-10  1.152e+03 -3.747e+03
4.990e+02  3.028e+03  3.796e-10  1.209e+03  3.028e+03
5.000e+02  3.887e+03  2.935e-10  1.205e+03  3.887e+03
5.010e+02  5.190e+03  2.266e-10  1.239e+03  5.190e+03
5.020e+02  3.615e+03  1.748e-10  1.234e+03  3.615e+03
5.030e+02  1.403e+03  1.347e-10  1.242e+03  1.403e+03
5.040e+02  2.101e+03  1.037e-10  1.268e+03  2.101e+03
5.050e+02  2.759e+03  7.977e-11  1.299e+03  2.759e+03
5.060e+02  4.386e+03  6.128e-11  1.293e+03  4.386e+03
5.070e+02  3.741e+03  4.703e-11  1.294e+03  3.741e+03
5.080e+02  5.935e+03  3.605e-11  1.277e+03  5.935e+03
5.090e+02  2.673e+03  2.761e-11  1.275e+03  2.673e+03
5.100e+02  1.050e+03  2.112e-11  1.302e+03  1.050e+03
5.110e+02  4.035e+03  1.614e-11  1.308e+03  4.035e+03
