# /home/yihan/monitor/analysis 25246 -u20 -U150 -p8 -y85 -Y93 -GP -d 3.9 -q 0.864576 
# Crop window: [0, 511; 85, 93] Normalization: 0.901943		a * exp (-((x - x0)/b)^2) + c	PPCI
#filename              param    radius     sigma   contast         N    Ttherm         a         x0          b          c     radial      scatt       CoM     Width    Median  MedWidth
# 25246          8.645760e-01 4.000e+01 1.933e+03 2.141e+01 -8.008e+05 2.897e-10 1.718e+02  4.320e+02  5.000e+00  0.000e+00  9.121e+00  3.698e-02 2.511e+02 1.573e+02 5.000e-01 0.000e+00
# error                     0 3.456e+02         0         0 1.781e+04 1.000e-03  1.718e+01  4.320e+01  1.000e-03          0         0 2.358e+01
# 
# z    intNum       Fit     Error       Res
8.000e+01 -3.468e+03  0.000e+00  3.974e+02 -3.468e+03
8.100e+01 -3.290e+03  0.000e+00  3.992e+02 -3.290e+03
8.200e+01 -2.499e+03  0.000e+00  3.984e+02 -2.499e+03
8.300e+01 -2.998e+03  0.000e+00  3.995e+02 -2.998e+03
8.400e+01 -3.976e+03  0.000e+00  4.030e+02 -3.976e+03
8.500e+01 -3.416e+03  0.000e+00  4.040e+02 -3.416e+03
8.600e+01 -3.057e+03  0.000e+00  4.002e+02 -3.057e+03
8.700e+01 -3.047e+03  0.000e+00  3.931e+02 -3.047e+03
8.800e+01 -5.409e+02  0.000e+00  3.863e+02 -5.409e+02
8.900e+01 -1.306e+03  0.000e+00  3.796e+02 -1.306e+03
9.000e+01 -8.376e+02  0.000e+00  3.734e+02 -8.376e+02
9.100e+01 -4.369e+02  0.000e+00  3.461e+02 -4.369e+02
9.200e+01 -6.672e+02  0.000e+00  3.366e+02 -6.672e+02
9.300e+01 -1.802e+03  0.000e+00  3.309e+02 -1.802e+03
9.400e+01 -1.398e+03  0.000e+00  3.238e+02 -1.398e+03
9.500e+01 -8.690e+02  0.000e+00  3.203e+02 -8.690e+02
9.600e+01 -1.185e+03  0.000e+00  3.353e+02 -1.185e+03
9.700e+01 -2.287e+03  0.000e+00  3.407e+02 -2.287e+03
9.800e+01 -2.016e+03  0.000e+00  3.377e+02 -2.016e+03
9.900e+01 -2.313e+03  0.000e+00  3.542e+02 -2.313e+03
1.000e+02 -2.308e+03  0.000e+00  3.802e+02 -2.308e+03
1.010e+02 -1.298e+03  0.000e+00  3.776e+02 -1.298e+03
1.020e+02 -7.225e+02  0.000e+00  3.809e+02 -7.225e+02
1.030e+02 -1.030e+03  0.000e+00  3.955e+02 -1.030e+03
1.040e+02  1.431e+02  0.000e+00  3.938e+02  1.431e+02
1.050e+02 -5.903e+02  0.000e+00  4.124e+02 -5.903e+02
1.060e+02 -6.715e+01  0.000e+00  3.690e+02 -6.715e+01
1.070e+02 -1.914e+03  0.000e+00  3.526e+02 -1.914e+03
1.080e+02  6.100e+02  0.000e+00  3.319e+02  6.100e+02
1.090e+02 -3.984e+02  0.000e+00  3.248e+02 -3.984e+02
1.100e+02 -2.658e+03  0.000e+00  3.361e+02 -2.658e+03
1.110e+02 -3.066e+03  0.000e+00  3.380e+02 -3.066e+03
1.120e+02 -2.955e+03  0.000e+00  3.300e+02 -2.955e+03
1.130e+02 -3.347e+03  0.000e+00  3.421e+02 -3.347e+03
1.140e+02 -2.018e+03  0.000e+00  3.304e+02 -2.018e+03
1.150e+02 -1.862e+03  0.000e+00  3.159e+02 -1.862e+03
1.160e+02 -2.362e+03  0.000e+00  3.238e+02 -2.362e+03
1.170e+02 -1.386e+03  0.000e+00  3.186e+02 -1.386e+03
1.180e+02 -1.091e+03  0.000e+00  3.186e+02 -1.091e+03
1.190e+02 -1.961e+03  0.000e+00  3.170e+02 -1.961e+03
1.200e+02 -1.584e+03  0.000e+00  3.059e+02 -1.584e+03
1.210e+02 -2.649e+03  0.000e+00  3.088e+02 -2.649e+03
1.220e+02 -1.933e+03  0.000e+00  2.932e+02 -1.933e+03
1.230e+02 -1.763e+03  0.000e+00  2.866e+02 -1.763e+03
1.240e+02 -2.129e+03  0.000e+00  2.839e+02 -2.129e+03
1.250e+02 -3.193e+03  0.000e+00  2.984e+02 -3.193e+03
1.260e+02 -2.498e+03  0.000e+00  2.981e+02 -2.498e+03
1.270e+02 -2.640e+03  0.000e+00  3.096e+02 -2.640e+03
1.280e+02 -2.088e+03  0.000e+00  3.097e+02 -2.088e+03
1.290e+02 -2.520e+03  0.000e+00  3.174e+02 -2.520e+03
1.300e+02 -3.164e+03  0.000e+00  3.195e+02 -3.164e+03
1.310e+02 -4.183e+03  0.000e+00  3.301e+02 -4.183e+03
1.320e+02 -2.703e+03  0.000e+00  2.935e+02 -2.703e+03
1.330e+02 -2.533e+03  0.000e+00  2.852e+02 -2.533e+03
1.340e+02 -2.547e+03  0.000e+00  2.785e+02 -2.547e+03
1.350e+02 -1.975e+03  0.000e+00  2.796e+02 -1.975e+03
1.360e+02 -2.788e+02  0.000e+00  2.705e+02 -2.788e+02
1.370e+02 -1.262e+03  0.000e+00  2.734e+02 -1.262e+03
1.380e+02 -4.178e+02  0.000e+00  2.595e+02 -4.178e+02
1.390e+02 -5.646e+02  0.000e+00  2.542e+02 -5.646e+02
1.400e+02 -1.809e+03  0.000e+00  2.663e+02 -1.809e+03
1.410e+02 -1.786e+03  0.000e+00  2.780e+02 -1.786e+03
1.420e+02  8.991e+01  0.000e+00  2.697e+02  8.991e+01
1.430e+02 -1.422e+03  0.000e+00  2.778e+02 -1.422e+03
1.440e+02 -1.428e+03  0.000e+00  2.757e+02 -1.428e+03
1.450e+02 -9.273e+01  0.000e+00  2.705e+02 -9.273e+01
1.460e+02 -9.054e+02  0.000e+00  2.822e+02 -9.054e+02
1.470e+02 -9.143e+02  0.000e+00  2.807e+02 -9.143e+02
1.480e+02 -1.065e+03  0.000e+00  2.821e+02 -1.065e+03
1.490e+02 -1.083e+03  0.000e+00  2.882e+02 -1.083e+03
1.500e+02 -2.176e+03  0.000e+00  2.948e+02 -2.176e+03
1.510e+02 -2.709e+03  0.000e+00  3.021e+02 -2.709e+03
1.520e+02 -2.931e+03  0.000e+00  3.039e+02 -2.931e+03
1.530e+02 -2.406e+03  0.000e+00  3.001e+02 -2.406e+03
1.540e+02 -2.308e+03  0.000e+00  2.941e+02 -2.308e+03
1.550e+02 -2.110e+03  0.000e+00  2.926e+02 -2.110e+03
1.560e+02 -2.092e+03  0.000e+00  2.808e+02 -2.092e+03
1.570e+02 -7.180e+02  0.000e+00  2.737e+02 -7.180e+02
1.580e+02 -4.312e+02  0.000e+00  2.815e+02 -4.312e+02
1.590e+02 -1.983e+03  0.000e+00  2.938e+02 -1.983e+03
1.600e+02 -1.817e+03  0.000e+00  2.977e+02 -1.817e+03
1.610e+02 -7.292e+02  0.000e+00  2.868e+02 -7.292e+02
1.620e+02 -7.347e+02  0.000e+00  2.778e+02 -7.347e+02
1.630e+02 -1.003e+03  0.000e+00  2.718e+02 -1.003e+03
1.640e+02 -1.184e+03  0.000e+00  2.752e+02 -1.184e+03
1.650e+02 -1.029e+03  0.000e+00  2.936e+02 -1.029e+03
1.660e+02 -1.120e+03  0.000e+00  2.899e+02 -1.120e+03
1.670e+02 -2.542e+03  0.000e+00  2.964e+02 -2.542e+03
1.680e+02 -1.517e+03  0.000e+00  2.829e+02 -1.517e+03
1.690e+02 -1.855e+03  0.000e+00  2.797e+02 -1.855e+03
1.700e+02 -2.174e+03  0.000e+00  2.794e+02 -2.174e+03
1.710e+02 -1.183e+03  0.000e+00  2.667e+02 -1.183e+03
1.720e+02 -1.009e+03  0.000e+00  2.628e+02 -1.009e+03
1.730e+02 -6.087e+02  0.000e+00  2.635e+02 -6.087e+02
1.740e+02 -2.135e+02  0.000e+00  2.594e+02 -2.135e+02
1.750e+02 -6.694e+02  0.000e+00  2.645e+02 -6.694e+02
1.760e+02 -2.459e+02  0.000e+00  2.685e+02 -2.459e+02
1.770e+02 -9.468e+02  0.000e+00  2.658e+02 -9.468e+02
1.780e+02 -6.254e+02  0.000e+00  2.598e+02 -6.254e+02
1.790e+02 -1.092e+03  0.000e+00  2.571e+02 -1.092e+03
1.800e+02 -3.045e+02  0.000e+00  2.658e+02 -3.045e+02
1.810e+02 -7.667e+02  0.000e+00  2.572e+02 -7.667e+02
1.820e+02 -4.072e+02  0.000e+00  2.511e+02 -4.072e+02
1.830e+02 -3.060e+02  0.000e+00  2.476e+02 -3.060e+02
1.840e+02 -1.202e+03  0.000e+00  2.490e+02 -1.202e+03
1.850e+02 -1.101e+03  0.000e+00  2.414e+02 -1.101e+03
1.860e+02  5.792e+00  0.000e+00  2.329e+02  5.792e+00
1.870e+02  3.254e+02  0.000e+00  2.386e+02  3.254e+02
1.880e+02 -1.207e+02  0.000e+00  2.476e+02 -1.207e+02
1.890e+02 -5.056e+02  0.000e+00  2.450e+02 -5.056e+02
1.900e+02 -2.080e+02  0.000e+00  2.372e+02 -2.080e+02
1.910e+02 -7.638e+02  0.000e+00  2.389e+02 -7.638e+02
1.920e+02 -5.755e+02  0.000e+00  2.351e+02 -5.755e+02
1.930e+02 -9.720e+02  0.000e+00  2.356e+02 -9.720e+02
1.940e+02 -1.286e+03  0.000e+00  2.289e+02 -1.286e+03
1.950e+02 -1.981e+03  0.000e+00  2.378e+02 -1.981e+03
1.960e+02 -2.075e+03  0.000e+00  2.369e+02 -2.075e+03
1.970e+02 -1.232e+03  0.000e+00  2.302e+02 -1.232e+03
1.980e+02 -1.630e+03  0.000e+00  2.440e+02 -1.630e+03
1.990e+02 -2.028e+03  0.000e+00  2.384e+02 -2.028e+03
2.000e+02 -1.492e+03  0.000e+00  2.327e+02 -1.492e+03
2.010e+02 -1.402e+03  0.000e+00  2.274e+02 -1.402e+03
2.020e+02 -2.350e+03  0.000e+00  2.303e+02 -2.350e+03
2.030e+02 -1.774e+03  0.000e+00  2.204e+02 -1.774e+03
2.040e+02 -1.804e+03  0.000e+00  2.222e+02 -1.804e+03
2.050e+02 -1.458e+03  0.000e+00  2.296e+02 -1.458e+03
2.060e+02 -1.086e+03  0.000e+00  2.322e+02 -1.086e+03
2.070e+02 -1.611e+03  0.000e+00  2.431e+02 -1.611e+03
2.080e+02 -2.061e+02  0.000e+00  2.263e+02 -2.061e+02
2.090e+02 -4.972e+02  0.000e+00  2.230e+02 -4.972e+02
2.100e+02 -1.528e+03  0.000e+00  2.343e+02 -1.528e+03
2.110e+02 -9.985e+02  0.000e+00  2.250e+02 -9.985e+02
2.120e+02 -7.985e+02  0.000e+00  2.218e+02 -7.985e+02
2.130e+02 -6.015e+02  0.000e+00  2.222e+02 -6.015e+02
2.140e+02 -1.507e+03  0.000e+00  2.325e+02 -1.507e+03
2.150e+02 -1.256e+03  0.000e+00  2.344e+02 -1.256e+03
2.160e+02 -1.283e+03  0.000e+00  2.450e+02 -1.283e+03
2.170e+02 -6.269e+02  0.000e+00  2.366e+02 -6.269e+02
2.180e+02  4.603e+02  0.000e+00  2.230e+02  4.603e+02
2.190e+02  5.309e+02  0.000e+00  2.186e+02  5.309e+02
2.200e+02 -4.491e+02  0.000e+00  2.144e+02 -4.491e+02
2.210e+02 -1.244e+03  0.000e+00  2.131e+02 -1.244e+03
2.220e+02 -1.515e+03  0.000e+00  2.153e+02 -1.515e+03
2.230e+02 -6.767e+02  0.000e+00  2.129e+02 -6.767e+02
2.240e+02 -8.382e+02  0.000e+00  2.174e+02 -8.382e+02
2.250e+02 -1.269e+02  0.000e+00  2.115e+02 -1.269e+02
2.260e+02 -5.878e+01  0.000e+00  2.178e+02 -5.878e+01
2.270e+02 -9.556e+02  0.000e+00  2.193e+02 -9.556e+02
2.280e+02 -2.000e+02  0.000e+00  2.175e+02 -2.000e+02
2.290e+02 -1.509e+03  0.000e+00  2.306e+02 -1.509e+03
2.300e+02 -2.370e+03  0.000e+00  2.406e+02 -2.370e+03
2.310e+02 -2.304e+03  0.000e+00  2.484e+02 -2.304e+03
2.320e+02 -1.926e+03  0.000e+00  2.400e+02 -1.926e+03
2.330e+02 -1.220e+03  0.000e+00  2.222e+02 -1.220e+03
2.340e+02 -5.276e+02  0.000e+00  2.193e+02 -5.276e+02
2.350e+02 -1.075e+03  0.000e+00  2.246e+02 -1.075e+03
2.360e+02 -9.474e+02  0.000e+00  2.203e+02 -9.474e+02
2.370e+02 -8.058e+02  0.000e+00  2.230e+02 -8.058e+02
2.380e+02 -5.042e+02  0.000e+00  2.379e+02 -5.042e+02
2.390e+02 -8.882e+02  0.000e+00  2.407e+02 -8.882e+02
2.400e+02 -1.402e+03  0.000e+00  2.402e+02 -1.402e+03
2.410e+02 -4.587e+02  0.000e+00  2.310e+02 -4.587e+02
2.420e+02 -1.613e+02  0.000e+00  2.226e+02 -1.613e+02
2.430e+02  1.406e+02  0.000e+00  2.188e+02  1.406e+02
2.440e+02 -5.685e+02  0.000e+00  2.152e+02 -5.685e+02
2.450e+02 -1.885e+03  0.000e+00  2.315e+02 -1.885e+03
2.460e+02 -5.174e+02  0.000e+00  2.290e+02 -5.174e+02
2.470e+02 -5.229e+02  0.000e+00  2.299e+02 -5.229e+02
2.480e+02  1.019e+02  0.000e+00  2.120e+02  1.019e+02
2.490e+02 -1.441e+03  0.000e+00  2.224e+02 -1.441e+03
2.500e+02 -1.160e+03  0.000e+00  2.224e+02 -1.160e+03
2.510e+02 -1.420e+03  0.000e+00  2.257e+02 -1.420e+03
2.520e+02 -1.827e+03  0.000e+00  2.332e+02 -1.827e+03
2.530e+02 -2.052e+03  0.000e+00  2.330e+02 -2.052e+03
2.540e+02 -3.502e+03  0.000e+00  2.529e+02 -3.502e+03
2.550e+02 -2.016e+03  0.000e+00  2.323e+02 -2.016e+03
2.560e+02 -1.380e+03  0.000e+00  2.311e+02 -1.380e+03
2.570e+02 -1.221e+03  0.000e+00  2.224e+02 -1.221e+03
2.580e+02 -1.712e+03  0.000e+00  2.277e+02 -1.712e+03
2.590e+02 -7.306e+02  0.000e+00  2.188e+02 -7.306e+02
2.600e+02 -1.005e+03  0.000e+00  2.171e+02 -1.005e+03
2.610e+02 -1.367e+03  0.000e+00  2.220e+02 -1.367e+03
2.620e+02 -1.060e+03  0.000e+00  2.229e+02 -1.060e+03
2.630e+02 -4.367e+02  0.000e+00  2.150e+02 -4.367e+02
2.640e+02 -1.223e+03  0.000e+00  2.335e+02 -1.223e+03
2.650e+02 -8.613e+02  0.000e+00  2.211e+02 -8.613e+02
2.660e+02 -1.202e+03  0.000e+00  2.268e+02 -1.202e+03
2.670e+02 -1.911e+03  0.000e+00  2.324e+02 -1.911e+03
2.680e+02 -2.495e+03  0.000e+00  2.405e+02 -2.495e+03
2.690e+02 -2.059e+03  0.000e+00  2.302e+02 -2.059e+03
2.700e+02 -2.285e+03  0.000e+00  2.350e+02 -2.285e+03
2.710e+02 -1.887e+03  0.000e+00  2.328e+02 -1.887e+03
2.720e+02 -1.011e+03  0.000e+00  2.290e+02 -1.011e+03
2.730e+02 -1.423e+03  0.000e+00  2.406e+02 -1.423e+03
2.740e+02 -1.187e+03  0.000e+00  2.307e+02 -1.187e+03
2.750e+02 -1.229e+03  0.000e+00  2.243e+02 -1.229e+03
2.760e+02 -6.321e+02  0.000e+00  2.279e+02 -6.321e+02
2.770e+02 -2.706e+02  0.000e+00  2.089e+02 -2.706e+02
2.780e+02 -4.141e+02  0.000e+00  2.093e+02 -4.141e+02
2.790e+02 -1.188e+03  0.000e+00  2.119e+02 -1.188e+03
2.800e+02 -1.185e+03  0.000e+00  2.109e+02 -1.185e+03
2.810e+02 -1.386e+03  0.000e+00  2.164e+02 -1.386e+03
2.820e+02 -1.733e+03  0.000e+00  2.214e+02 -1.733e+03
2.830e+02 -4.869e+02  0.000e+00  2.091e+02 -4.869e+02
2.840e+02 -3.004e+01  0.000e+00  2.072e+02 -3.004e+01
2.850e+02 -9.906e+02  0.000e+00  2.124e+02 -9.906e+02
2.860e+02 -2.443e+02  0.000e+00  2.099e+02 -2.443e+02
2.870e+02 -1.441e+02  0.000e+00  2.206e+02 -1.441e+02
2.880e+02 -3.948e+02  0.000e+00  2.186e+02 -3.948e+02
2.890e+02 -2.252e+02  0.000e+00  2.192e+02 -2.252e+02
2.900e+02 -3.105e+02  0.000e+00  2.176e+02 -3.105e+02
2.910e+02 -2.315e+02  0.000e+00  2.245e+02 -2.315e+02
2.920e+02 -6.935e+02  0.000e+00  2.247e+02 -6.935e+02
2.930e+02 -1.097e+02  0.000e+00  2.246e+02 -1.097e+02
2.940e+02 -3.345e+02  0.000e+00  2.366e+02 -3.345e+02
2.950e+02 -6.801e+02  0.000e+00  2.389e+02 -6.801e+02
2.960e+02 -1.751e+03 5.262e-320  2.414e+02 -1.751e+03
2.970e+02 -5.832e+02 2.694e-315  2.359e+02 -5.832e+02
2.980e+02 -1.008e+03 1.273e-310  2.436e+02 -1.008e+03
2.990e+02 -2.346e+03 5.555e-306  2.633e+02 -2.346e+03
3.000e+02 -2.552e+03 2.237e-301  2.525e+02 -2.552e+03
3.010e+02 -2.772e+03 8.317e-297  2.506e+02 -2.772e+03
3.020e+02 -2.596e+03 2.854e-292  2.580e+02 -2.596e+03
3.030e+02 -1.810e+03 9.043e-288  2.480e+02 -1.810e+03
3.040e+02 -9.014e+02 2.645e-283  2.356e+02 -9.014e+02
3.050e+02 -1.760e+03 7.140e-279  2.370e+02 -1.760e+03
3.060e+02 -1.523e+03 1.779e-274  2.402e+02 -1.523e+03
3.070e+02 -2.818e+03 4.093e-270  2.442e+02 -2.818e+03
3.080e+02 -2.555e+03 8.693e-266  2.393e+02 -2.555e+03
3.090e+02 -2.384e+03 1.704e-261  2.347e+02 -2.384e+03
3.100e+02 -2.486e+03 3.084e-257  2.388e+02 -2.486e+03
3.110e+02 -2.876e+03 5.152e-253  2.443e+02 -2.876e+03
3.120e+02 -1.668e+03 7.945e-249  2.329e+02 -1.668e+03
3.130e+02 -1.282e+03 1.131e-244  2.338e+02 -1.282e+03
3.140e+02 -1.343e+03 1.486e-240  2.375e+02 -1.343e+03
3.150e+02 -1.037e+03 1.803e-236  2.330e+02 -1.037e+03
3.160e+02 -1.327e+03 2.019e-232  2.364e+02 -1.327e+03
3.170e+02 -1.736e+03 2.087e-228  2.328e+02 -1.736e+03
3.180e+02 -1.532e+03 1.991e-224  2.366e+02 -1.532e+03
3.190e+02 -1.103e+03 1.754e-220  2.228e+02 -1.103e+03
3.200e+02 -1.953e+03 1.426e-216  2.376e+02 -1.953e+03
3.210e+02 -2.750e+03 1.071e-212  2.429e+02 -2.750e+03
3.220e+02 -2.664e+03 7.418e-209  2.420e+02 -2.664e+03
3.230e+02 -2.061e+03 4.745e-205  2.356e+02 -2.061e+03
3.240e+02 -2.078e+03 2.801e-201  2.356e+02 -2.078e+03
3.250e+02 -2.026e+03 1.527e-197  2.466e+02 -2.026e+03
3.260e+02 -1.253e+03 7.683e-194  2.485e+02 -1.253e+03
3.270e+02 -5.580e+02 3.568e-190  2.415e+02 -5.580e+02
3.280e+02 -1.077e+03 1.530e-186  2.459e+02 -1.077e+03
3.290e+02 -6.925e+02 6.056e-183  2.283e+02 -6.925e+02
3.300e+02 -1.320e+03 2.213e-179  2.400e+02 -1.320e+03
3.310e+02 -1.534e+03 7.462e-176  2.376e+02 -1.534e+03
3.320e+02 -2.669e+03 2.323e-172  2.481e+02 -2.669e+03
3.330e+02 -1.961e+03 6.677e-169  2.452e+02 -1.961e+03
3.340e+02 -2.612e+03 1.772e-165  2.607e+02 -2.612e+03
3.350e+02 -2.253e+03 4.339e-162  2.555e+02 -2.253e+03
3.360e+02 -2.181e+03 9.809e-159  2.649e+02 -2.181e+03
3.370e+02 -1.229e+03 2.047e-155  2.595e+02 -1.229e+03
3.380e+02 -2.279e+03 3.944e-152  2.691e+02 -2.279e+03
3.390e+02 -6.677e+02 7.014e-149  2.538e+02 -6.677e+02
3.400e+02 -1.205e+03 1.151e-145  2.537e+02 -1.205e+03
3.410e+02 -1.433e+03 1.745e-142  2.545e+02 -1.433e+03
3.420e+02 -6.704e+02 2.441e-139  2.548e+02 -6.704e+02
3.430e+02 -1.042e+03 3.152e-136  2.510e+02 -1.042e+03
3.440e+02 -9.468e+02 3.758e-133  2.524e+02 -9.468e+02
3.450e+02 -1.528e+03 4.136e-130  2.541e+02 -1.528e+03
3.460e+02 -2.017e+03 4.201e-127  2.570e+02 -2.017e+03
3.470e+02 -2.496e+03 3.940e-124  2.598e+02 -2.496e+03
3.480e+02 -2.891e+03 3.410e-121  2.660e+02 -2.891e+03
3.490e+02 -2.411e+03 2.725e-118  2.580e+02 -2.411e+03
3.500e+02 -1.513e+03 2.010e-115  2.438e+02 -1.513e+03
3.510e+02 -9.814e+02 1.369e-112  2.357e+02 -9.814e+02
3.520e+02 -6.553e+02 8.604e-110  2.394e+02 -6.553e+02
3.530e+02 -1.285e+03 4.993e-107  2.490e+02 -1.285e+03
3.540e+02 -2.089e+03 2.674e-104  2.630e+02 -2.089e+03
3.550e+02 -1.972e+03 1.322e-101  2.586e+02 -1.972e+03
3.560e+02 -5.356e+02  6.036e-99  2.386e+02 -5.356e+02
3.570e+02 -9.721e+02  2.543e-96  2.450e+02 -9.721e+02
3.580e+02 -1.643e+03  9.893e-94  2.576e+02 -1.643e+03
