# /home/yihan/monitor/analysis 25245 -u20 -U150 -p8 -y85 -Y93 -GP -d 3.9 -q 0.1 
# Crop window: [0, 511; 85, 93] Normalization: 0.904571		a * exp (-((x - x0)/b)^2) + c	PPCI
#filename              param    radius     sigma   contast         N    Ttherm         a         x0          b          c     radial      scatt       CoM     Width    Median  MedWidth
# 25245          1.000000e-01 4.000e+01 2.068e+03 2.057e+00 -7.026e+05 2.897e-10 4.438e+03  4.639e+02  5.000e+00  0.000e+00  5.933e+01  3.661e-02 2.621e+02 1.581e+02 5.000e-01 0.000e+00
# error                     0 3.711e+02         0         0 1.615e+04 1.000e-03  4.438e+02  4.639e+01  1.000e-03          0         0 3.548e+01
# 
# z    intNum       Fit     Error       Res
1.900e+01 -1.141e+03  0.000e+00  5.641e+02 -1.141e+03
2.000e+01 -2.948e+02  0.000e+00  5.243e+02 -2.948e+02
2.100e+01 -1.581e+03  0.000e+00  5.056e+02 -1.581e+03
2.200e+01 -5.156e+02  0.000e+00  5.001e+02 -5.156e+02
2.300e+01 -2.687e+03  0.000e+00  4.693e+02 -2.687e+03
2.400e+01 -3.926e+03  0.000e+00  4.679e+02 -3.926e+03
2.500e+01 -3.538e+03  0.000e+00  4.684e+02 -3.538e+03
2.600e+01 -4.801e+03  0.000e+00  4.925e+02 -4.801e+03
2.700e+01 -3.479e+03  0.000e+00  4.721e+02 -3.479e+03
2.800e+01 -3.353e+03  0.000e+00  4.568e+02 -3.353e+03
2.900e+01 -2.771e+03  0.000e+00  4.262e+02 -2.771e+03
3.000e+01 -1.212e+03  0.000e+00  4.162e+02 -1.212e+03
3.100e+01 -1.195e+03  0.000e+00  4.285e+02 -1.195e+03
3.200e+01 -1.308e+03  0.000e+00  4.037e+02 -1.308e+03
3.300e+01  6.543e+02  0.000e+00  4.075e+02  6.543e+02
3.400e+01 -2.028e+02  0.000e+00  4.290e+02 -2.028e+02
3.500e+01 -1.752e+03  0.000e+00  4.455e+02 -1.752e+03
3.600e+01 -3.911e+03  0.000e+00  5.091e+02 -3.911e+03
3.700e+01 -1.587e+02  0.000e+00  5.169e+02 -1.587e+02
3.800e+01 -1.807e+03  0.000e+00  5.616e+02 -1.807e+03
3.900e+01 -8.624e+02  0.000e+00  5.759e+02 -8.624e+02
4.000e+01 -1.700e+03  0.000e+00  5.879e+02 -1.700e+03
4.100e+01 -1.999e+03  0.000e+00  5.782e+02 -1.999e+03
4.200e+01 -9.157e+02  0.000e+00  5.337e+02 -9.157e+02
4.300e+01 -2.681e+03  0.000e+00  5.355e+02 -2.681e+03
4.400e+01 -1.504e+03  0.000e+00  5.358e+02 -1.504e+03
4.500e+01 -3.007e+03  0.000e+00  5.465e+02 -3.007e+03
4.600e+01 -1.575e+03  0.000e+00  5.304e+02 -1.575e+03
4.700e+01 -4.048e+03  0.000e+00  5.506e+02 -4.048e+03
4.800e+01 -2.859e+03  0.000e+00  5.387e+02 -2.859e+03
4.900e+01 -2.506e+03  0.000e+00  5.059e+02 -2.506e+03
5.000e+01 -2.520e+03  0.000e+00  5.079e+02 -2.520e+03
5.100e+01 -2.667e+03  0.000e+00  5.155e+02 -2.667e+03
5.200e+01 -1.052e+03  0.000e+00  5.194e+02 -1.052e+03
5.300e+01 -1.457e+03  0.000e+00  5.151e+02 -1.457e+03
5.400e+01 -1.997e+03  0.000e+00  5.300e+02 -1.997e+03
5.500e+01 -5.647e+02  0.000e+00  5.141e+02 -5.647e+02
5.600e+01 -8.293e+02  0.000e+00  5.594e+02 -8.293e+02
5.700e+01  7.470e+02  0.000e+00  5.983e+02  7.470e+02
5.800e+01 -1.638e+03  0.000e+00  6.138e+02 -1.638e+03
5.900e+01  1.361e+03  0.000e+00  5.711e+02  1.361e+03
6.000e+01 -1.511e+03  0.000e+00  5.828e+02 -1.511e+03
6.100e+01  8.817e+01  0.000e+00  5.542e+02  8.817e+01
6.200e+01  1.606e+02  0.000e+00  5.492e+02  1.606e+02
6.300e+01  7.651e+02  0.000e+00  5.599e+02  7.651e+02
6.400e+01  2.672e+00  0.000e+00  5.402e+02  2.672e+00
6.500e+01 -3.107e+03  0.000e+00  5.151e+02 -3.107e+03
6.600e+01 -2.680e+03  0.000e+00  4.844e+02 -2.680e+03
6.700e+01 -1.633e+03  0.000e+00  5.004e+02 -1.633e+03
6.800e+01 -2.519e+03  0.000e+00  5.511e+02 -2.519e+03
6.900e+01 -4.661e+02  0.000e+00  5.254e+02 -4.661e+02
7.000e+01  7.036e+00  0.000e+00  5.075e+02  7.036e+00
7.100e+01  2.863e+03  0.000e+00  4.337e+02  2.863e+03
7.200e+01  2.354e+03  0.000e+00  4.048e+02  2.354e+03
7.300e+01  7.706e+02  0.000e+00  3.987e+02  7.706e+02
7.400e+01  6.492e+02  0.000e+00  4.011e+02  6.492e+02
7.500e+01 -3.619e+02  0.000e+00  4.041e+02 -3.619e+02
7.600e+01  1.816e+03  0.000e+00  3.990e+02  1.816e+03
7.700e+01 -4.732e+02  0.000e+00  4.084e+02 -4.732e+02
7.800e+01 -1.417e+03  0.000e+00  3.954e+02 -1.417e+03
7.900e+01 -2.407e+03  0.000e+00  3.870e+02 -2.407e+03
8.000e+01 -1.126e+03  0.000e+00  3.876e+02 -1.126e+03
8.100e+01 -2.427e+03  0.000e+00  3.997e+02 -2.427e+03
8.200e+01 -1.730e+03  0.000e+00  4.042e+02 -1.730e+03
8.300e+01 -6.909e+02  0.000e+00  3.902e+02 -6.909e+02
8.400e+01 -1.287e+03  0.000e+00  3.807e+02 -1.287e+03
8.500e+01 -5.409e+02  0.000e+00  3.835e+02 -5.409e+02
8.600e+01 -1.248e+03  0.000e+00  3.865e+02 -1.248e+03
8.700e+01 -2.634e+03  0.000e+00  3.994e+02 -2.634e+03
8.800e+01 -1.744e+03  0.000e+00  3.938e+02 -1.744e+03
8.900e+01 -7.081e+02  0.000e+00  3.807e+02 -7.081e+02
9.000e+01  2.791e+02  0.000e+00  3.675e+02  2.791e+02
9.100e+01  6.905e+02  0.000e+00  3.489e+02  6.905e+02
9.200e+01 -9.678e+02  0.000e+00  3.401e+02 -9.678e+02
9.300e+01 -1.494e+03  0.000e+00  3.360e+02 -1.494e+03
9.400e+01 -1.361e+03  0.000e+00  3.273e+02 -1.361e+03
9.500e+01 -7.228e+02  0.000e+00  3.307e+02 -7.228e+02
9.600e+01  2.401e+02  0.000e+00  3.304e+02  2.401e+02
9.700e+01 -3.799e+02  0.000e+00  3.313e+02 -3.799e+02
9.800e+01 -8.927e+02  0.000e+00  3.368e+02 -8.927e+02
9.900e+01 -1.004e+03  0.000e+00  3.574e+02 -1.004e+03
1.000e+02 -1.872e+03  0.000e+00  3.768e+02 -1.872e+03
1.010e+02 -4.774e+03  0.000e+00  4.246e+02 -4.774e+03
1.020e+02 -2.777e+03  0.000e+00  4.064e+02 -2.777e+03
1.030e+02 -8.415e+02  0.000e+00  4.075e+02 -8.415e+02
1.040e+02 -3.773e+02  0.000e+00  4.065e+02 -3.773e+02
1.050e+02 -9.001e+02  0.000e+00  4.034e+02 -9.001e+02
1.060e+02 -8.433e+02  0.000e+00  3.802e+02 -8.433e+02
1.070e+02 -1.586e+03  0.000e+00  3.584e+02 -1.586e+03
1.080e+02 -1.047e+02  0.000e+00  3.398e+02 -1.047e+02
1.090e+02 -2.858e+02  0.000e+00  3.361e+02 -2.858e+02
1.100e+02 -8.717e+02  0.000e+00  3.307e+02 -8.717e+02
1.110e+02 -2.080e+03  0.000e+00  3.348e+02 -2.080e+03
1.120e+02 -2.034e+03  0.000e+00  3.268e+02 -2.034e+03
1.130e+02 -1.977e+03  0.000e+00  3.319e+02 -1.977e+03
1.140e+02 -2.303e+03  0.000e+00  3.364e+02 -2.303e+03
1.150e+02 -9.102e+02  0.000e+00  3.153e+02 -9.102e+02
1.160e+02 -2.306e+03  0.000e+00  3.376e+02 -2.306e+03
1.170e+02 -2.444e+03  0.000e+00  3.428e+02 -2.444e+03
1.180e+02 -1.636e+03  0.000e+00  3.287e+02 -1.636e+03
1.190e+02 -1.816e+03  0.000e+00  3.218e+02 -1.816e+03
1.200e+02 -1.671e+03  0.000e+00  3.146e+02 -1.671e+03
1.210e+02 -1.334e+03  0.000e+00  2.996e+02 -1.334e+03
1.220e+02 -1.841e+03  0.000e+00  2.966e+02 -1.841e+03
1.230e+02 -1.058e+03  0.000e+00  2.861e+02 -1.058e+03
1.240e+02 -1.703e+03  0.000e+00  2.840e+02 -1.703e+03
1.250e+02 -2.044e+03  0.000e+00  2.905e+02 -2.044e+03
1.260e+02 -2.311e+03  0.000e+00  2.992e+02 -2.311e+03
1.270e+02 -1.586e+03  0.000e+00  3.062e+02 -1.586e+03
1.280e+02 -1.774e+03  0.000e+00  3.093e+02 -1.774e+03
1.290e+02 -2.281e+03  0.000e+00  3.217e+02 -2.281e+03
1.300e+02 -2.892e+03  0.000e+00  3.182e+02 -2.892e+03
1.310e+02 -3.099e+03  0.000e+00  3.166e+02 -3.099e+03
1.320e+02 -1.894e+03  0.000e+00  2.938e+02 -1.894e+03
1.330e+02 -1.904e+03  0.000e+00  2.770e+02 -1.904e+03
1.340e+02 -1.389e+03  0.000e+00  2.714e+02 -1.389e+03
1.350e+02 -8.511e+02  0.000e+00  2.714e+02 -8.511e+02
1.360e+02  5.496e+02  0.000e+00  2.704e+02  5.496e+02
1.370e+02 -1.177e+03  0.000e+00  2.744e+02 -1.177e+03
1.380e+02 -1.219e+03  0.000e+00  2.626e+02 -1.219e+03
1.390e+02 -1.068e+03  0.000e+00  2.549e+02 -1.068e+03
1.400e+02 -5.951e+02  0.000e+00  2.584e+02 -5.951e+02
1.410e+02 -1.578e+03  0.000e+00  2.772e+02 -1.578e+03
1.420e+02 -8.678e+02  0.000e+00  2.902e+02 -8.678e+02
1.430e+02 -1.336e+03  0.000e+00  2.862e+02 -1.336e+03
1.440e+02 -1.081e+02  0.000e+00  2.812e+02 -1.081e+02
1.450e+02 -9.893e+02  0.000e+00  2.802e+02 -9.893e+02
1.460e+02 -1.768e+03  0.000e+00  2.888e+02 -1.768e+03
1.470e+02 -1.269e+03  0.000e+00  2.880e+02 -1.269e+03
1.480e+02 -1.498e+03  0.000e+00  2.928e+02 -1.498e+03
1.490e+02 -1.205e+03  0.000e+00  2.934e+02 -1.205e+03
1.500e+02 -1.744e+03  0.000e+00  2.961e+02 -1.744e+03
1.510e+02 -1.335e+03  0.000e+00  2.986e+02 -1.335e+03
1.520e+02 -2.295e+03  0.000e+00  2.938e+02 -2.295e+03
1.530e+02 -2.637e+03  0.000e+00  3.027e+02 -2.637e+03
1.540e+02 -2.495e+03  0.000e+00  2.970e+02 -2.495e+03
1.550e+02 -1.814e+03  0.000e+00  2.938e+02 -1.814e+03
1.560e+02 -4.468e+02  0.000e+00  2.784e+02 -4.468e+02
1.570e+02  5.156e+02  0.000e+00  2.809e+02  5.156e+02
1.580e+02  1.127e+02  0.000e+00  2.824e+02  1.127e+02
1.590e+02 -1.373e+03  0.000e+00  2.980e+02 -1.373e+03
1.600e+02 -5.940e+02  0.000e+00  2.902e+02 -5.940e+02
1.610e+02 -3.654e+02  0.000e+00  2.875e+02 -3.654e+02
1.620e+02 -2.657e+02  0.000e+00  2.796e+02 -2.657e+02
1.630e+02 -7.588e+02  0.000e+00  2.756e+02 -7.588e+02
1.640e+02 -1.004e+03  0.000e+00  2.797e+02 -1.004e+03
1.650e+02 -1.374e+03  0.000e+00  2.903e+02 -1.374e+03
1.660e+02 -2.010e+03  0.000e+00  2.999e+02 -2.010e+03
1.670e+02 -1.964e+03  0.000e+00  2.956e+02 -1.964e+03
1.680e+02 -2.260e+03  0.000e+00  2.981e+02 -2.260e+03
1.690e+02 -2.132e+03  0.000e+00  2.860e+02 -2.132e+03
1.700e+02 -2.259e+03  0.000e+00  2.855e+02 -2.259e+03
1.710e+02 -7.058e+02  0.000e+00  2.705e+02 -7.058e+02
1.720e+02 -1.108e+03  0.000e+00  2.644e+02 -1.108e+03
1.730e+02  2.478e+02  0.000e+00  2.671e+02  2.478e+02
1.740e+02  1.115e+03  0.000e+00  2.635e+02  1.115e+03
1.750e+02 -2.743e+02  0.000e+00  2.642e+02 -2.743e+02
1.760e+02  7.495e+01  0.000e+00  2.668e+02  7.495e+01
1.770e+02 -4.324e+02  0.000e+00  2.751e+02 -4.324e+02
1.780e+02 -7.079e+02  0.000e+00  2.643e+02 -7.079e+02
1.790e+02 -1.632e+03  0.000e+00  2.704e+02 -1.632e+03
1.800e+02 -1.305e+03  0.000e+00  2.751e+02 -1.305e+03
1.810e+02 -2.378e+03  0.000e+00  2.769e+02 -2.378e+03
1.820e+02 -2.031e+03  0.000e+00  2.719e+02 -2.031e+03
1.830e+02 -1.193e+03  0.000e+00  2.566e+02 -1.193e+03
1.840e+02 -1.369e+03  0.000e+00  2.557e+02 -1.369e+03
1.850e+02 -4.251e+01  0.000e+00  2.469e+02 -4.251e+01
1.860e+02 -5.921e+02  0.000e+00  2.414e+02 -5.921e+02
1.870e+02 -5.775e+02  0.000e+00  2.461e+02 -5.775e+02
1.880e+02  1.904e+02  0.000e+00  2.438e+02  1.904e+02
1.890e+02  1.667e+02  0.000e+00  2.465e+02  1.667e+02
1.900e+02  4.949e+02  0.000e+00  2.417e+02  4.949e+02
1.910e+02  7.143e+00  0.000e+00  2.440e+02  7.143e+00
1.920e+02 -9.072e+02  0.000e+00  2.390e+02 -9.072e+02
1.930e+02 -1.614e+03  0.000e+00  2.415e+02 -1.614e+03
1.940e+02 -1.653e+03  0.000e+00  2.382e+02 -1.653e+03
1.950e+02 -1.293e+03  0.000e+00  2.352e+02 -1.293e+03
1.960e+02 -1.570e+03  0.000e+00  2.393e+02 -1.570e+03
1.970e+02 -1.632e+03  0.000e+00  2.364e+02 -1.632e+03
1.980e+02 -9.985e+02  0.000e+00  2.323e+02 -9.985e+02
1.990e+02 -2.109e+03  0.000e+00  2.416e+02 -2.109e+03
2.000e+02 -1.653e+03  0.000e+00  2.378e+02 -1.653e+03
2.010e+02 -1.425e+03  0.000e+00  2.323e+02 -1.425e+03
2.020e+02 -1.893e+03  0.000e+00  2.265e+02 -1.893e+03
2.030e+02 -1.406e+03  0.000e+00  2.233e+02 -1.406e+03
2.040e+02 -9.163e+02  0.000e+00  2.186e+02 -9.163e+02
2.050e+02 -4.082e+01  0.000e+00  2.213e+02 -4.082e+01
2.060e+02 -1.634e+03  0.000e+00  2.466e+02 -1.634e+03
2.070e+02 -6.247e+01  0.000e+00  2.353e+02 -6.247e+01
2.080e+02  7.033e+02  0.000e+00  2.281e+02  7.033e+02
2.090e+02 -7.798e+02  0.000e+00  2.334e+02 -7.798e+02
2.100e+02 -5.064e+02  0.000e+00  2.237e+02 -5.064e+02
2.110e+02 -1.113e+03  0.000e+00  2.336e+02 -1.113e+03
2.120e+02 -1.402e+03  0.000e+00  2.339e+02 -1.402e+03
2.130e+02 -1.500e+03  0.000e+00  2.330e+02 -1.500e+03
2.140e+02 -1.018e+03  0.000e+00  2.323e+02 -1.018e+03
2.150e+02 -4.001e+02  0.000e+00  2.329e+02 -4.001e+02
2.160e+02 -7.359e+02  0.000e+00  2.418e+02 -7.359e+02
2.170e+02 -5.937e+02  0.000e+00  2.398e+02 -5.937e+02
2.180e+02 -3.448e+02  0.000e+00  2.265e+02 -3.448e+02
2.190e+02  2.929e+01  0.000e+00  2.202e+02  2.929e+01
2.200e+02 -2.787e+01  0.000e+00  2.159e+02 -2.787e+01
2.210e+02 -5.030e+02  0.000e+00  2.130e+02 -5.030e+02
2.220e+02 -8.804e+01  0.000e+00  2.084e+02 -8.804e+01
2.230e+02 -1.351e+03  0.000e+00  2.276e+02 -1.351e+03
2.240e+02 -6.304e+02  0.000e+00  2.214e+02 -6.304e+02
2.250e+02 -5.533e+02  0.000e+00  2.177e+02 -5.533e+02
2.260e+02  2.052e+01  0.000e+00  2.188e+02  2.052e+01
2.270e+02 -2.256e+02  0.000e+00  2.232e+02 -2.256e+02
2.280e+02 -1.298e+03  0.000e+00  2.260e+02 -1.298e+03
2.290e+02 -6.981e+02  0.000e+00  2.346e+02 -6.981e+02
2.300e+02 -1.231e+03  0.000e+00  2.399e+02 -1.231e+03
2.310e+02 -7.036e+02  0.000e+00  2.357e+02 -7.036e+02
2.320e+02 -7.589e+02  0.000e+00  2.319e+02 -7.589e+02
2.330e+02 -1.777e+03  0.000e+00  2.298e+02 -1.777e+03
2.340e+02 -1.564e+03  0.000e+00  2.238e+02 -1.564e+03
2.350e+02 -1.597e+03  0.000e+00  2.284e+02 -1.597e+03
2.360e+02 -5.158e+02  0.000e+00  2.222e+02 -5.158e+02
2.370e+02 -8.462e+02  0.000e+00  2.295e+02 -8.462e+02
2.380e+02 -1.952e+03  0.000e+00  2.448e+02 -1.952e+03
2.390e+02 -4.921e+02  0.000e+00  2.388e+02 -4.921e+02
2.400e+02 -8.726e+02  0.000e+00  2.418e+02 -8.726e+02
2.410e+02 -3.592e+02  0.000e+00  2.381e+02 -3.592e+02
2.420e+02 -3.401e+02  0.000e+00  2.314e+02 -3.401e+02
2.430e+02 -6.464e+02  0.000e+00  2.304e+02 -6.464e+02
2.440e+02 -1.608e+03  0.000e+00  2.312e+02 -1.608e+03
2.450e+02 -1.245e+03  0.000e+00  2.293e+02 -1.245e+03
2.460e+02  1.143e+01  0.000e+00  2.259e+02  1.143e+01
2.470e+02 -5.299e+01  0.000e+00  2.251e+02 -5.299e+01
2.480e+02 -2.388e+02  0.000e+00  2.217e+02 -2.388e+02
2.490e+02 -1.277e+03  0.000e+00  2.233e+02 -1.277e+03
2.500e+02 -1.945e+03  0.000e+00  2.326e+02 -1.945e+03
2.510e+02 -3.217e+03  0.000e+00  2.522e+02 -3.217e+03
2.520e+02 -2.771e+03  0.000e+00  2.485e+02 -2.771e+03
2.530e+02 -2.348e+03  0.000e+00  2.448e+02 -2.348e+03
2.540e+02 -2.826e+03  0.000e+00  2.432e+02 -2.826e+03
2.550e+02 -1.786e+03  0.000e+00  2.346e+02 -1.786e+03
2.560e+02 -9.939e+02  0.000e+00  2.256e+02 -9.939e+02
2.570e+02 -1.200e+03  0.000e+00  2.284e+02 -1.200e+03
2.580e+02 -1.666e+03  0.000e+00  2.296e+02 -1.666e+03
2.590e+02 -1.878e+03  0.000e+00  2.328e+02 -1.878e+03
2.600e+02 -1.304e+03  0.000e+00  2.200e+02 -1.304e+03
2.610e+02 -5.287e+02  0.000e+00  2.202e+02 -5.287e+02
2.620e+02  8.119e+02  0.000e+00  2.194e+02  8.119e+02
2.630e+02 -8.889e+02  0.000e+00  2.216e+02 -8.889e+02
2.640e+02 -1.554e+03  0.000e+00  2.271e+02 -1.554e+03
2.650e+02 -7.348e+02  0.000e+00  2.231e+02 -7.348e+02
2.660e+02 -1.542e+03  0.000e+00  2.342e+02 -1.542e+03
2.670e+02 -1.418e+03  0.000e+00  2.325e+02 -1.418e+03
2.680e+02 -1.835e+03  0.000e+00  2.386e+02 -1.835e+03
2.690e+02 -2.459e+03  0.000e+00  2.388e+02 -2.459e+03
2.700e+02 -2.135e+03  0.000e+00  2.364e+02 -2.135e+03
2.710e+02 -1.123e+02  0.000e+00  2.268e+02 -1.123e+02
2.720e+02 -9.433e+02  0.000e+00  2.368e+02 -9.433e+02
2.730e+02 -1.926e+02  0.000e+00  2.300e+02 -1.926e+02
2.740e+02 -1.309e+03  0.000e+00  2.373e+02 -1.309e+03
2.750e+02 -6.070e+02  0.000e+00  2.239e+02 -6.070e+02
2.760e+02 -1.071e+03  0.000e+00  2.285e+02 -1.071e+03
2.770e+02  3.238e+02  0.000e+00  2.192e+02  3.238e+02
2.780e+02 -6.272e+02  0.000e+00  2.129e+02 -6.272e+02
2.790e+02 -4.798e+02  0.000e+00  2.120e+02 -4.798e+02
2.800e+02 -1.887e+03  0.000e+00  2.244e+02 -1.887e+03
2.810e+02 -1.935e+03  0.000e+00  2.241e+02 -1.935e+03
2.820e+02 -9.552e+02  0.000e+00  2.148e+02 -9.552e+02
2.830e+02 -1.386e+03  0.000e+00  2.199e+02 -1.386e+03
2.840e+02 -2.141e+03  0.000e+00  2.302e+02 -2.141e+03
2.850e+02 -1.630e+03  0.000e+00  2.268e+02 -1.630e+03
2.860e+02 -9.786e+02  0.000e+00  2.195e+02 -9.786e+02
2.870e+02 -4.954e+01  0.000e+00  2.196e+02 -4.954e+01
2.880e+02 -4.192e+02  0.000e+00  2.277e+02 -4.192e+02
2.890e+02 -1.764e+01  0.000e+00  2.219e+02 -1.764e+01
2.900e+02  1.200e+02  0.000e+00  2.231e+02  1.200e+02
2.910e+02  3.599e+02  0.000e+00  2.200e+02  3.599e+02
2.920e+02  5.204e+01  0.000e+00  2.274e+02  5.204e+01
2.930e+02 -1.107e+02  0.000e+00  2.248e+02 -1.107e+02
2.940e+02 -4.420e+02  0.000e+00  2.377e+02 -4.420e+02
2.950e+02 -1.555e+03  0.000e+00  2.599e+02 -1.555e+03
2.960e+02 -9.226e+02  0.000e+00  2.396e+02 -9.226e+02
2.970e+02 -6.479e+02  0.000e+00  2.404e+02 -6.479e+02
2.980e+02 -1.525e+03  0.000e+00  2.546e+02 -1.525e+03
2.990e+02 -1.322e+03  0.000e+00  2.612e+02 -1.322e+03
3.000e+02 -2.461e+03  0.000e+00  2.516e+02 -2.461e+03
3.010e+02 -2.799e+03  0.000e+00  2.561e+02 -2.799e+03
3.020e+02 -1.573e+03  0.000e+00  2.470e+02 -1.573e+03
3.030e+02 -8.257e+02  0.000e+00  2.445e+02 -8.257e+02
3.040e+02 -2.040e+03  0.000e+00  2.469e+02 -2.040e+03
3.050e+02 -1.675e+03  0.000e+00  2.419e+02 -1.675e+03
3.060e+02 -2.432e+03  0.000e+00  2.523e+02 -2.432e+03
3.070e+02 -1.814e+03  0.000e+00  2.373e+02 -1.814e+03
3.080e+02 -1.377e+03  0.000e+00  2.303e+02 -1.377e+03
3.090e+02 -1.183e+03  0.000e+00  2.213e+02 -1.183e+03
3.100e+02 -1.831e+03  0.000e+00  2.306e+02 -1.831e+03
3.110e+02 -1.685e+03  0.000e+00  2.366e+02 -1.685e+03
3.120e+02 -1.399e+03  0.000e+00  2.355e+02 -1.399e+03
3.130e+02 -1.132e+03  0.000e+00  2.314e+02 -1.132e+03
3.140e+02 -1.758e+02  0.000e+00  2.290e+02 -1.758e+02
3.150e+02 -7.080e+02  0.000e+00  2.316e+02 -7.080e+02
3.160e+02 -8.660e+02  0.000e+00  2.309e+02 -8.660e+02
3.170e+02 -1.487e+03  0.000e+00  2.320e+02 -1.487e+03
3.180e+02 -1.834e+03  0.000e+00  2.355e+02 -1.834e+03
3.190e+02 -2.248e+03  0.000e+00  2.399e+02 -2.248e+03
3.200e+02 -1.321e+03  0.000e+00  2.304e+02 -1.321e+03
3.210e+02 -1.892e+03  0.000e+00  2.395e+02 -1.892e+03
3.220e+02 -2.277e+03  0.000e+00  2.422e+02 -2.277e+03
3.230e+02 -1.897e+03  0.000e+00  2.355e+02 -1.897e+03
3.240e+02 -2.468e+03  0.000e+00  2.481e+02 -2.468e+03
3.250e+02 -1.451e+03  0.000e+00  2.422e+02 -1.451e+03
3.260e+02 -1.775e+03  0.000e+00  2.481e+02 -1.775e+03
3.270e+02 -1.140e+03  0.000e+00  2.422e+02 -1.140e+03
3.280e+02 -1.814e+03 1.063e-317  2.441e+02 -1.814e+03
3.290e+02 -1.211e+03 5.362e-313  2.386e+02 -1.211e+03
3.300e+02 -6.857e+02 2.496e-308  2.353e+02 -6.857e+02
3.310e+02 -1.441e+03 1.073e-303  2.420e+02 -1.441e+03
3.320e+02 -2.608e+03 4.255e-299  2.482e+02 -2.608e+03
3.330e+02 -3.154e+03 1.558e-294  2.632e+02 -3.154e+03
3.340e+02 -2.521e+03 5.267e-290  2.626e+02 -2.521e+03
3.350e+02 -1.070e+03 1.644e-285  2.491e+02 -1.070e+03
3.360e+02 -2.437e+03 4.735e-281  2.680e+02 -2.437e+03
3.370e+02 -2.369e+03 1.259e-276  2.718e+02 -2.369e+03
3.380e+02 -2.276e+03 3.091e-272  2.709e+02 -2.276e+03
3.390e+02 -2.526e+03 7.003e-268  2.752e+02 -2.526e+03
3.400e+02 -2.020e+03 1.465e-263  2.619e+02 -2.020e+03
3.410e+02 -1.601e+03 2.829e-259  2.579e+02 -1.601e+03
3.420e+02 -1.354e+03 5.042e-255  2.598e+02 -1.354e+03
3.430e+02 -2.263e+03 8.297e-251  2.720e+02 -2.263e+03
3.440e+02 -1.415e+03 1.260e-246  2.602e+02 -1.415e+03
3.450e+02 -9.654e+02 1.767e-242  2.562e+02 -9.654e+02
3.460e+02 -2.721e+03 2.287e-238  2.722e+02 -2.721e+03
3.470e+02 -1.512e+03 2.733e-234  2.567e+02 -1.512e+03
3.480e+02 -2.050e+03 3.014e-230  2.608e+02 -2.050e+03
3.490e+02 -1.680e+03 3.069e-226  2.509e+02 -1.680e+03
3.500e+02 -4.096e+02 2.884e-222  2.410e+02 -4.096e+02
3.510e+02 -6.349e+02 2.503e-218  2.480e+02 -6.349e+02
3.520e+02 -1.057e+03 2.004e-214  2.470e+02 -1.057e+03
3.530e+02 -1.640e+03 1.482e-210  2.581e+02 -1.640e+03
3.540e+02 -1.804e+03 1.011e-206  2.656e+02 -1.804e+03
3.550e+02 -1.376e+02 6.372e-203  2.462e+02 -1.376e+02
3.560e+02 -1.090e+02 3.706e-199  2.452e+02 -1.090e+02
3.570e+02 -1.536e+03 1.990e-195  2.538e+02 -1.536e+03
3.580e+02 -1.008e+03 9.861e-192  2.582e+02 -1.008e+03
3.590e+02 -2.691e+03 4.511e-188  2.703e+02 -2.691e+03
